id,titol,any,convocatoria,serie,exercici,opcio,format,curriculum,bloc,subtemes,tipus,dificultat,punts_total,n_apartats,n_figures,paraules_clau,revisat
2019_ord_s1_P1_sincrotro-alba-electrons,Acceleració d'electrons al sincrotró Alba,2019,ordinaria,1,1,,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; moviment de càrregues en camps magnètics; potencial i energia potencial elèctrica,càlcul; diagrama; qualitativa,2,2,2,3,sincrotró Alba; accelerador lineal; electró; camp elèctric uniforme; diferència de potencial; força de Lorentz; trajectòria circular; electronvolt,False
2019_ord_s1_P2_cubecat-nanosatellit-orbita,Òrbita del nanosatèl·lit CubeCat-1,2019,ordinaria,1,2,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; camp gravitatori i superposició,càlcul,2,2,2,1,CubeCat-1; nanosatèl·lit; UPC; període orbital; voltes per dia; pes a l'òrbita; intensitat del camp gravitatori; satèl·lit artificial,False
2019_ord_s1_P3A_astronauta-molla-pendol-lluna,Astronauta que es pesa amb una molla i pèndol a la Lluna,2019,ordinaria,1,3,A,antic,actual,Vibracions i ones,moviment harmònic simple; camp gravitatori i superposició,càlcul,2,2,2,0,astronauta; molla; massa en ingravidesa; pèndol simple; període d'oscil·lació; Lluna; intensitat del camp gravitatori; massa de la Lluna,False
2019_ord_s1_P3B_fil-espira-corrent-induit,Fil rectilini i espira rectangular amb corrent variable,2019,ordinaria,1,3,B,antic,actual,Camps electromagnètics,camp magnètic creat per corrents; flux magnètic i inducció (Faraday-Lenz),qualitativa; diagrama; gràfic,3,2,2,4,fil rectilini infinit; espira rectangular; regla de la mà dreta; camp no uniforme; flux magnètic; llei de Faraday; corrent induït; gràfica intensitat-temps,False
2019_ord_s1_P4A_carregues-quadrat-treball,Càrregues als vèrtexs d'un quadrat,2019,ordinaria,1,4,A,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; equilibri de càrregues en camps elèctrics; potencial i energia potencial elèctrica,càlcul,3,2,2,2,llei de Coulomb; càrregues puntuals; quadrat; superposició de forces; força nul·la; potencial elèctric; treball; centre del quadrat,False
2019_ord_s1_P4B_violoncel-tercer-harmonic,Tercer harmònic d'una corda de violoncel,2019,ordinaria,1,4,B,antic,actual,Vibracions i ones,ones estacionàries; ressonància i harmònics en tubs i cordes,càlcul; diagrama,2,2,2,1,violoncel; corda; tercer harmònic; ona estacionària; nodes; ventres; longitud d'ona; freqüència; període,False
2019_ord_s1_P5A_iter-fusio-deuteri-triti,Fusió deuteri-triti a l'ITER,2019,ordinaria,1,5,A,antic,actual,"Física relativista, quàntica i nuclear",fissió i fusió; reaccions nuclears i defecte de massa,càlcul,1,2,2,0,ITER; fusió nuclear; deuteri; triti; heli; neutró; equació nuclear; defecte de massa; energia alliberada,False
2019_ord_s1_P5B_fotoelectric-potencial-frenada,Efecte fotoelèctric amb radiació ultraviolada,2019,ordinaria,1,5,B,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul; deducció,2,2,2,0,efecte fotoelèctric; radiació ultraviolada; potencial de frenada; energia del fotó; treball d'extracció; velocitat màxima; fotoelectrons; balanç d'energia,False
2019_ord_s4_P1_virus-massa-oscillador,Mesura de la massa d'un virus amb un oscil·lador,2019,ordinaria,4,1,,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul,2,2,2,0,virus; massa d'un virus; oscil·lador; molla; constant elàstica; freqüència angular; freqüència d'oscil·lació,False
2019_ord_s4_P2_tercera-llei-kepler-massa-sol,"Kepler, Brahe i la massa del Sol",2019,ordinaria,4,2,,antic,actual,Camps gravitatoris,lleis de Kepler; òrbites circulars i satèl·lits; llei de la gravitació universal,deducció; càlcul,2,2,2,1,Kepler; Tycho Brahe; tercera llei de Kepler; massa del Sol; planetes; període orbital; moviment circular uniforme,False
2019_ord_s4_P3A_efecte-fotoelectric-sodi,Efecte fotoelèctric en una placa de sodi,2019,ordinaria,4,3,A,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,deducció; càlcul; qualitativa,2,2,2,0,efecte fotoelèctric; sodi; funció de treball; treball d'extracció; longitud d'ona llindar; energia cinètica màxima; potencial de frenada; electronvolt,False
2019_ord_s4_P3B_ruteni-106-activitat,Fuita de ruteni 106 a Europa,2019,ordinaria,4,3,B,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; reaccions nuclears i defecte de massa,càlcul; qualitativa,2,2,2,0,ruteni 106; rodi 106; desintegració beta; antineutrí; activitat; període de semidesintegració; constant de desintegració; accident radioactiu,False
2019_ord_s4_P4A_camp-electric-terra-gota,Camp elèctric terrestre i gota d'aigua en equilibri,2019,ordinaria,4,4,A,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; equilibri de càrregues en camps elèctrics,càlcul; qualitativa,3,2,2,0,camp elèctric terrestre; càrrega de la Terra; gota d'aigua; electrons en excés; equilibri de forces; pes; densitat,False
2019_ord_s4_P4B_descarrega-arc-tres-electrons,Descàrrega en arc i energia de tres electrons,2019,ordinaria,4,4,B,antic,actual,Camps electromagnètics,potencial i energia potencial elèctrica,càlcul,2,2,2,1,ruptura dielèctrica; descàrrega en arc; diferència de potencial; camp elèctric uniforme; energia potencial electrostàtica; sistema de càrregues; electrons; triangle equilàter,False
2019_ord_s4_P5A_altaveu-bobina-imant,Altaveu d'imant i bobina,2019,ordinaria,4,5,A,antic,actual,Camps electromagnètics,"camp magnètic creat per corrents; imants, brúixoles i experiment d'Oersted; generadors, motors i transformadors",qualitativa,3,2,2,1,altaveu; bobina; imant permanent; electroimant; pols magnètics; corrent altern; membrana; solenoide,False
2019_ord_s4_P5B_io-camp-magnetic-proto,Massa d'un ió en un camp magnètic i força sobre un protó,2019,ordinaria,4,5,B,antic,actual,Camps electromagnètics,"moviment de càrregues en camps magnètics; selector de velocitats, espectròmetre i ciclotró",càlcul; diagrama,3,2,2,3,força de Lorentz; ió pesant; trajectòria circular; freqüència angular; massa d'un ió; protó; regla de la mà dreta; producte vectorial,False
2020_ext_s4_P1_terra-periheli-afeli-sol,"Òrbita el·líptica de la Terra, periheli i afeli",2020,extraordinaria,4,1,,antic,actual,Camps gravitatoris,òrbites el·líptiques i moment angular; energia mecànica orbital; lleis de Kepler; camp gravitatori i superposició,diagrama; qualitativa; càlcul,3,2.5,2,1,Terra; Sol; periheli; afeli; òrbita el·líptica; conservació del moment angular; conservació de l'energia mecànica; segona llei de Kepler; intensitat del camp gravitatori; pes,False
2020_ext_s4_P2_esferes-molla-electro,Dues esferes carregades unides per una molla i un electró,2020,extraordinaria,4,2,,antic,actual,Camps electromagnètics,equilibri de càrregues en camps elèctrics; camp elèctric i llei de Coulomb; moviment de càrregues en camps elèctrics,càlcul; diagrama,3,2.5,2,2,llei de Coulomb; molla; llei de Hooke; esferes carregades; superposició de camps elèctrics; triangle equilàter; electró; acceleració,False
2020_ext_s4_P3_teranyina-aranya-mhs,Vibració d'una teranyina amb una aranya i un insecte,2020,extraordinaria,4,3,,antic,actual,Vibracions i ones,moviment harmònic simple,càlcul; qualitativa,3,2.5,2,0,teranyina; aranya; insecte; massa i molla; freqüència d'oscil·lació; constant elàstica; velocitat màxima; acceleració màxima; posició d'equilibri,False
2020_ext_s4_P4_proto-electro-camps-creuats,Protó i electró en camps elèctric i magnètic creuats,2020,extraordinaria,4,4,,antic,actual,Camps electromagnètics,"selector de velocitats, espectròmetre i ciclotró; moviment de càrregues en camps magnètics; moviment de càrregues en camps elèctrics",diagrama; càlcul; qualitativa,3,2.5,2,2,selector de velocitats; camps creuats; força de Lorentz; força elèctrica; força magnètica; producte vectorial; protó; electró,False
2020_ext_s4_P5_carboni14-datacio-elefant,Datació per carboni 14 d'ossos d'elefant,2020,extraordinaria,4,5,,antic,actual,"Física relativista, quàntica i nuclear",reaccions nuclears i defecte de massa; radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,càlcul; qualitativa,3,2.5,2,0,carboni 14; nitrogen 14; datació radiomètrica; rajos còsmics; captura de neutrons; defecte de massa; període de semidesintegració; constant de desintegració; ossos d'elefant,False
2020_ext_s4_P6_imant-espira-lenz,Imant que s'acosta i s'allunya d'una espira,2020,extraordinaria,4,6,,antic,actual,Camps electromagnètics,"flux magnètic i inducció (Faraday-Lenz); imants, brúixoles i experiment d'Oersted",qualitativa; diagrama,3,2.5,2,4,imant; espira; línies de camp magnètic; llei de Faraday; llei de Lenz; corrent induït; sentit del corrent; força atractiva; força repulsiva,False
2020_ext_s4_P7_corda-espectre-harmonics,Espectre d'una corda vibrant i ones estacionàries,2020,extraordinaria,4,7,,antic,actual,Vibracions i ones,ones estacionàries; ressonància i harmònics en tubs i cordes,gràfic; diagrama; càlcul,3,2.5,2,2,corda vibrant; espectre de freqüències; harmònics; nodes; ventres; longitud d'ona; velocitat de propagació; freqüència fonamental,False
2020_ext_s4_P8_fotocellula-llum-verda,Fotocèl·lula il·luminada amb llum verda,2020,extraordinaria,4,8,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul; qualitativa,2,2.5,2,0,fotocèl·lula; efecte fotoelèctric; treball d'extracció; energia cinètica màxima; energia del fotó; llum verda; intensitat de la llum; corrent fotoelèctric,False
2020_ord_s1_P1_freddie-mercury-veu-so,La veu de Freddie Mercury i el concert de Rock in Rio,2020,ordinaria,1,1,,antic,actual,Vibracions i ones,ones sonores i nivell d'intensitat; ones harmòniques i equació d'ona,càlcul,2,2.5,2,1,Freddie Mercury; Queen; registre vocal; longitud d'ona; freqüència; potència sonora; intensitat sonora; nivell d'intensitat; decibels; font puntual,False
2020_ord_s1_P2_llamp-corrent-camp-magnetic,Corrent i camp magnètic d'un llamp,2020,ordinaria,1,2,,antic,actual,Camps electromagnètics,camp magnètic creat per corrents; moviment de càrregues en camps magnètics,càlcul; qualitativa,1,2.5,2,0,llamp; tempesta; intensitat de corrent; càrrega elèctrica; corrent rectilini; camp magnètic; força de Lorentz; càrrega en repòs,False
2020_ord_s1_P3_sonda-parker-orbita,Òrbita de la sonda solar Parker,2020,ordinaria,1,3,,antic,actual,Camps gravitatoris,òrbites el·líptiques i moment angular; lleis de Kepler; energia mecànica orbital,gràfic; diagrama; qualitativa,4,2.5,2,2,sonda solar Parker; òrbita el·líptica; periheli; afeli; eix major; radis solars; segona llei de Kepler; conservació de l'energia mecànica; vectors velocitat i acceleració,False
2020_ord_s1_P4_esferes-carregades-pendols,Dues esferes carregades penjades de fils,2020,ordinaria,1,4,,antic,actual,Camps electromagnètics,equilibri de càrregues en camps elèctrics; camp elèctric i llei de Coulomb,càlcul; diagrama; qualitativa,3,2.5,2,4,pèndol elèctric; esferes carregades; llei de Coulomb; condició d'equilibri; tensió del fil; diagrama de forces; camp elèctric; força elèctrica,False
2020_ord_s1_P5_carboni14-sarcofag,Datació d'un sarcòfag amb carboni 14,2020,ordinaria,1,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,càlcul,2,2.5,2,0,carboni 14; datació radiomètrica; desintegració beta; antineutrí; període de semidesintegració; constant de desintegració; sarcòfag; raigs còsmics,False
2020_ord_s1_P6_apollo15-ploma-martell,L'experiment de la ploma i el martell de l'Apollo 15,2020,ordinaria,1,6,,antic,actual,Camps gravitatoris,camp gravitatori i superposició; llei de la gravitació universal; òrbites circulars i satèl·lits,càlcul,2,2.5,2,0,Apollo 15; David Scott; caiguda lliure; Galileu; Lluna; intensitat del camp gravitatori; massa de la Lluna; període orbital,False
2020_ord_s1_P7_dues-carregues-camp-potencial,Camp i potencial de dues càrregues puntuals,2020,ordinaria,1,7,,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul,2,2.5,2,1,càrregues puntuals; camp elèctric; principi de superposició; potencial elèctric; potencial nul; llei de Coulomb,False
2020_ord_s1_P8_cellula-fotoelectrica-garatge,Cèl·lula fotoelèctrica de la porta del garatge,2020,ordinaria,1,8,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul; gràfic; qualitativa,2,2.5,2,1,cèl·lula fotoelèctrica; porta del garatge; funció de treball; freqüència llindar; energia del fotó; energia cinètica màxima; electronvolt; fotocàtode,False
2020_ord_s3_P1_molla-energia-potencial-grafica,Molla horitzontal a partir de la gràfica de l'energia potencial elàstica,2020,ordinaria,3,1,,antic,actual,Vibracions i ones,moviment harmònic simple; energia del MHS,càlcul; gràfic,2,2.5,2,2,molla; llei de Hooke; constant elàstica; energia potencial elàstica; energia cinètica; energia mecànica; període; massa oscil·lant,False
2020_ord_s3_P2_fils-perpendiculars-bruixola,Brúixola sobre dos fils conductors perpendiculars,2020,ordinaria,3,2,,antic,actual,Camps electromagnètics,"camp magnètic creat per corrents; imants, brúixoles i experiment d'Oersted",qualitativa; diagrama; càlcul,3,2.5,2,4,fil rectilini; brúixola; regla de la mà dreta; superposició de camps magnètics; fils perpendiculars; vectors en 3D,False
2020_ord_s3_P3_io-callisto-jupiter,"Io i Cal·listo, llunes de Júpiter",2020,ordinaria,3,3,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; lleis de Kepler,càlcul,2,2.5,2,0,Júpiter; Io; Cal·listo; massa d'un planeta; tercera llei de Kepler; radi orbital; satèl·lit natural,False
2020_ord_s3_P4_accelerador-lineal-cilindres,Accelerador lineal de cilindres per a electrons,2020,ordinaria,3,4,,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; potencial i energia potencial elèctrica; línies de camp i superfícies equipotencials; relativitat especial,càlcul; diagrama; qualitativa,3,2.5,2,2,accelerador lineal; electró; camp elèctric uniforme; diferència de potencial; línies de camp; electronvolt; velocitat superior a c; correcció relativista,False
2020_ord_s3_P5_cesi-137-vins,Datació de vins amb cesi 137,2020,ordinaria,3,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; reaccions nuclears i defecte de massa; fissió i fusió; aplicacions i riscos de la radioactivitat,càlcul; gràfic; qualitativa,3,2.5,2,2,cesi 137; datació; vins; activitat; període de semidesintegració; corba de decaïment; fissió de l'urani; guerra freda; Txernòbil,False
2020_ord_s3_P6_lluna-terra-periode-forces,Període de la Lluna i punt d'equilibri gravitatori Terra-Lluna,2020,ordinaria,3,6,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; energia potencial i potencial gravitatori; camp gravitatori i superposició; llei de la gravitació universal,càlcul,3,2.5,2,0,Lluna; Terra; període de translació; energia potencial gravitatòria; punt d'equilibri; forces gravitatòries; equació de segon grau,False
2020_ord_s3_P7_laser-vidre-ona-electromagnetica,Feix làser dins d'un vidre,2020,ordinaria,3,7,,antic,actual,Vibracions i ones,ones electromagnètiques i espectre; ones harmòniques i equació d'ona; reflexió i refracció,càlcul; qualitativa,3,2.5,2,0,làser; vidre; ona electromagnètica; camp elèctric; camp magnètic; índex de refracció; longitud d'ona; direcció de propagació,False
2020_ord_s3_P8_hidrogen-muonic-bohr,Hidrogen muònic segons el model de Bohr,2020,ordinaria,3,8,,antic,actual,"Física relativista, quàntica i nuclear",model de Bohr i espectres atòmics; fotons i energia de la radiació; física de partícules; camp elèctric i llei de Coulomb,càlcul; deducció; qualitativa,4,2.5,2,1,model de Bohr; hidrogen muònic; muó; leptó; radi de Bohr; llei de Coulomb; transició electrònica; fotó emès,False
2021_ext_s1_P1_transit-planetari-exoplaneta,Trànsit planetari d'un exoplaneta,2021,extraordinaria,1,1,,antic,actual,Camps gravitatoris,lleis de Kepler; òrbites circulars i satèl·lits,càlcul; gràfic,3,2.5,2,1,exoplaneta; trànsit planetari; lluminositat; tercera llei de Kepler; període orbital; radi orbital; velocitat orbital; acceleració centrípeta,False
2021_ext_s1_P2_feix-electrons-soldadura,Feix d'electrons per a soldadura aeroespacial,2021,extraordinaria,1,2,,antic,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; potencial i energia potencial elèctrica,càlcul; qualitativa; diagrama,3,2.5,2,2,feix d'electrons; càtode; ànode; camp elèctric uniforme; diferència de potencial; treball del camp elèctric; energia cinètica; soldadura per feix d'electrons,False
2021_ext_s1_P3_corda-violi-harmonics,Harmònics de la corda d'un violí,2021,extraordinaria,1,3,,antic,actual,Vibracions i ones,ressonància i harmònics en tubs i cordes; ones harmòniques i equació d'ona,càlcul; diagrama,2,2.5,2,2,corda vibrant; harmònic fonamental; segon harmònic; nodes; ventres; ona estacionària; so; velocitat del so; longitud d'ona,False
2021_ext_s1_P4_cambra-boira-desintegracio-neutro,Desintegració beta del neutró en una cambra de boira,2021,extraordinaria,1,4,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; reaccions nuclears i defecte de massa,qualitativa; càlcul,2,2.5,2,1,cambra de boira; desintegració beta; neutró; protó; electró; antineutrí; defecte de massa; energia alliberada; keV,False
2021_ext_s1_P5_linia-alta-tensio-induccio,"Cable d'alta tensió, camp magnètic terrestre i espires",2021,extraordinaria,1,5,,antic,actual,Camps electromagnètics,força magnètica sobre corrents i entre fils; flux magnètic i inducció (Faraday-Lenz),càlcul; qualitativa; diagrama,4,2.5,2,3,línia d'alta tensió; camp magnètic terrestre; força sobre un corrent; producte vectorial; corrent altern; flux magnètic; inducció electromagnètica; llei de Faraday; llei d'Ohm,False
2021_ext_s1_P6_violins-nivell-intensitat,Nivell d'intensitat sonora de diversos violins,2021,extraordinaria,1,6,,antic,actual,Vibracions i ones,ones sonores i nivell d'intensitat,càlcul,2,2.5,2,0,nivell d'intensitat sonora; decibels; intensitat del so; superposició de fonts sonores; escala logarítmica,False
2021_ext_s1_P7_alternador-bobina-flux,Flux i força electromotriu en un alternador,2021,extraordinaria,1,7,,antic,actual,Camps electromagnètics,"flux magnètic i inducció (Faraday-Lenz); generadors, motors i transformadors",càlcul; deducció,3,2.5,2,1,alternador; bobina; flux magnètic; força electromotriu induïda; llei de Faraday; corrent altern; freqüència angular,False
2021_ext_s1_P8_efecte-fotoelectric-llum-verda-groga,Efecte fotoelèctric amb llum verda i groga,2021,extraordinaria,1,8,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric,càlcul,2,2.5,2,0,efecte fotoelèctric; funció de treball; potencial de frenada; freqüència llindar; energia del fotó; llum verda; llum groga,False
2021_ord_s2_P1_kepler-tercera-llei-massa-sol,Deducció de la tercera llei de Kepler i massa del Sol,2021,ordinaria,2,1,,antic,actual,Camps gravitatoris,lleis de Kepler; òrbites circulars i satèl·lits,deducció; càlcul,3,2.5,2,0,Kepler; tercera llei; deducció; moviment circular uniforme; gravitació universal; massa del Sol; taula de dades orbitals,False
2021_ord_s2_P2_triangle-carregues-camp-electric,Triangle de tres càrregues negatives iguals,2021,ordinaria,2,2,,antic,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,càlcul; qualitativa; deducció,3,2.5,2,3,triangle equilàter; càrregues iguals; camp elèctric nul; simetria; superposició de camps; energia de formació; energia potencial electrostàtica,False
2021_ord_s2_P3_bloc-molla-mhs-energia,Bloc lligat a una molla horitzontal,2021,ordinaria,2,3,,antic,actual,Vibracions i ones,moviment harmònic simple; energia del MHS,càlcul; gràfic,3,2.5,2,2,molla horitzontal; MHS; amplitud; període; equació del moviment; energia mecànica; energia cinètica; energia potencial elàstica; gràfica temporal,False
2021_ord_s2_P4_regio-quadrada-camp-electric,Regió quadrada amb camp elèctric uniforme,2021,ordinaria,2,4,,antic,actual,Camps electromagnètics,potencial i energia potencial elèctrica; moviment de càrregues en camps elèctrics,càlcul; qualitativa,3,2.5,2,1,camp elèctric uniforme; diferència de potencial; línies de camp; superfície equipotencial; protó; moviment rectilini uniformement accelerat; treball del camp elèctric,False
2021_ord_s2_P5_nitrogen13-desintegracio-beta,Desintegració beta+ del nitrogen-13,2021,ordinaria,2,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,càlcul; qualitativa,3,2.5,2,0,nitrogen-13; desintegració beta+; neutrí; positró; període de semidesintegració; constant de desintegració; activitat radioactiva; llei de desintegració exponencial,False
2021_ord_s2_P6_bobina-imant-fem-induida,Imant oscil·lant dins una bobina,2021,ordinaria,2,6,,antic,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz),càlcul; gràfic; qualitativa,4,2.5,2,2,inducció electromagnètica; llei de Faraday-Lenz; flux magnètic; força electromotriu; corrent induït; freqüència; gràfica de la FEM,False
2021_ord_s2_P7_corda-violi-harmonics-so,Harmònics en la corda d'un violí i intensitat sonora,2021,ordinaria,2,7,,antic,actual,Vibracions i ones,ressonància i harmònics en tubs i cordes; ones sonores i nivell d'intensitat,càlcul; diagrama,4,2.5,2,2,ona estacionària; corda vibrant; harmònic fonamental; tercer harmònic; nodes i ventres; velocitat de propagació; nivell d'intensitat sonora; decibels; potència sonora,False
2021_ord_s2_P8_efecte-fotoelectric-rubidi,Fotons de llum vermella i verda i efecte fotoelèctric al rubidi,2021,ordinaria,2,8,,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació; efecte fotoelèctric,càlcul; gràfic; qualitativa,3,2.5,2,1,fotó; energia d'un fotó; mol de fotons; efecte fotoelèctric; funció de treball; freqüència llindar; energia cinètica màxima; gràfica esquemàtica,False
2022_ext_s3_P1_nanosatellit-orbita-circular,Nanosatèl·lit de la Generalitat en òrbita circular,2022,extraordinaria,3,1,,antic,actual,Camps gravitatoris,llei de la gravitació universal; òrbites circulars i satèl·lits; energia mecànica orbital,deducció; càlcul,3,2.5,2,0,nanosatèl·lit; òrbita circular; velocitat orbital; període orbital; velocitat de llançament; conservació de l'energia mecànica; satèl·lit artificial,False
2022_ext_s3_P2_carrega-puntual-equipotencials,"Càrrega puntual, superfícies equipotencials i línies de camp",2022,extraordinaria,3,2,,antic,actual,Camps electromagnètics,potencial i energia potencial elèctrica; línies de camp i superfícies equipotencials,càlcul; diagrama; qualitativa,2,2.5,2,2,càrrega puntual; potencial elèctric; superfícies equipotencials; línies de camp elèctric; representació gràfica; perpendicularitat camp-equipotencial,False
2022_ext_s3_P3_volca-cumbre-vieja-ona-estacionaria,El volcà Cumbre Vieja com a tub d'ona estacionària,2022,extraordinaria,3,3,,antic,actual,Vibracions i ones,ones estacionàries; ressonància i harmònics en tubs i cordes; ones sonores i nivell d'intensitat,càlcul; diagrama,3,2.5,2,1,volcà Cumbre Vieja; ona estacionària; tub tancat-obert; freqüència fonamental; node; ventre; nivell d'intensitat sonora; atenuació amb la distància,False
2022_ext_s3_P4_dos-fils-parallels-camp-magnetic,Camp magnètic i força entre dos fils paral·lels amb corrents oposats,2022,extraordinaria,3,4,,antic,actual,Camps electromagnètics,camp magnètic creat per corrents; força magnètica sobre corrents i entre fils,qualitativa; diagrama; càlcul,4,2.5,2,6,fils paral·lels; corrents antiparal·lels; regla de la mà dreta; superposició de camps magnètics; força entre fils; camp magnètic en 3D,False
2022_ext_s3_P5_rado-desintegracio-estanca,Desintegració del radó en una estança,2022,extraordinaria,3,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,experimental; gràfic; càlcul,3,2.5,2,2,radó 222; desintegració alfa; període de semidesintegració; constant de desintegració; activitat; becquerel; curie; EPA; gràfic experimental,False
2022_ext_s3_P6_efecte-fotoelectric-funcio-treball,Efecte fotoelèctric i funció de treball,2022,extraordinaria,3,6,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric,qualitativa; càlcul,2,2.5,2,0,efecte fotoelèctric; funció de treball; potencial de frenada; energia cinètica dels electrons; freqüència llindar; fotons,False
2022_ext_s3_P7_generador-corrent-altern-transformador,Generador de corrent altern i transformador,2022,extraordinaria,3,7,,antic,actual,Camps electromagnètics,"generadors, motors i transformadors",gràfic; càlcul,3,2.5,2,1,generador de corrent altern; gràfic intensitat-temps; freqüència de gir; intensitat màxima; transformador ideal; FEM eficaç; transformador elevador o reductor,False
2022_ext_s3_P8_efecte-pound-rebka-fotons,L'experiment de Pound-Rebka: la gravetat i la freqüència dels fotons,2022,extraordinaria,3,8,,antic,actual,"Física relativista, quàntica i nuclear",fotons i energia de la radiació,càlcul; context-històric,3,2.5,2,1,experiment de Pound-Rebka; fotó; massa efectiva del fotó; quantitat de moviment; energia mecànica; desplaçament gravitatori cap al vermell; GPS,False
2022_ord_s2_P1_lluna-camp-gravitatori-escapament,Camp gravitatori i escapament al sistema Terra-Lluna,2022,ordinaria,2,1,,antic,actual,Camps gravitatoris,òrbites circulars i satèl·lits; velocitat d'escapament,deducció; càlcul,3,2.5,2,0,Lluna; Terra; camp gravitatori; període orbital; moviment circular uniforme; energia cinètica mínima; velocitat d'escapament; energia mecànica,False
2022_ord_s2_P2_dipol-electric-linies-camp,Línies de camp i camp elèctric d'un dipol,2022,ordinaria,2,2,,antic,actual,Camps electromagnètics,línies de camp i superfícies equipotencials; camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica,diagrama; càlcul,2,2.5,2,2,dipol elèctric; línies de camp elèctric; superfícies equipotencials; llei de Coulomb; potencial elèctric; superposició de camps,False
2022_ord_s2_P3_anguila-ona-transversal,Ona transversal en el moviment d'una anguila,2022,ordinaria,2,3,,antic,actual,Vibracions i ones,ones harmòniques i equació d'ona,deducció; càlcul,3,2.5,2,1,ona transversal; anguila; equació d'ona; freqüència angular; nombre d'ona; condicions inicials; velocitat transversal; acceleració transversal,False
2022_ord_s2_P4_ciclotro-particules-carregades,Ciclotró i acceleració de protons,2022,ordinaria,2,4,,antic,actual,Camps electromagnètics,"moviment de càrregues en camps magnètics; selector de velocitats, espectròmetre i ciclotró",deducció; càlcul; qualitativa,4,2.5,2,3,ciclotró; força de Lorentz; moviment circular uniforme; camp elèctric altern; freqüència de ciclotró; protó; longitud d'ona de De Broglie; velocitat relativista,False
2022_ord_s2_P5_cadena-desintegracio-rado,Cadena de desintegració del radó-222,2022,ordinaria,2,5,,antic,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració,qualitativa; gràfic; càlcul,3,2.5,2,3,radó; desintegració alfa; desintegració beta; cadena radioactiva; període de semidesintegració; llei de desintegració exponencial; plom estable,False
2022_ord_s2_P6_perseverance-mart-potencial-gravitatori,Aterratge del Perseverance i camp gravitatori uniforme a Mart,2022,ordinaria,2,6,,antic,actual,Camps gravitatoris,energia potencial i potencial gravitatori,càlcul; qualitativa; diagrama,3,2.5,2,2,Mart; Perseverance; camp gravitatori uniforme; diferència de potencial; línies equipotencials; treball; teorema de les forces vives; velocitat constant,False
2022_ord_s2_P7_oboe-piano-espectre-frequencies,Identificació d'un instrument musical a partir del seu espectre,2022,ordinaria,2,7,,antic,actual,Vibracions i ones,ressonància i harmònics en tubs i cordes; ones sonores i nivell d'intensitat,gràfic; qualitativa; càlcul,3,2.5,2,2,espectre de freqüències; harmònics; tub obert-tancat; corda amb dos extrems fixos; oboè; piano; nivell d'intensitat sonora; potència sonora; semiesfera,False
2022_ord_s2_P8_efecte-fotoelectric-cesi-de-broglie,Efecte fotoelèctric en el cesi amb diferents punters làser,2022,ordinaria,2,8,,antic,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; dualitat ona-partícula,càlcul; gràfic,3,2.5,2,2,efecte fotoelèctric; cesi; freqüència llindar; treball d'extracció; energia cinètica màxima; electró-volt; longitud d'ona de De Broglie,False
